"","field_id","year","month","centroid_lat","centroid_long","area_hectares","sprays","mildew_incidence","initial_strain","susceptibility_to_r6_strains","susceptibility_to_non_r6_strains","plant_type","date"
"1534",59,2017,"May",45.19,-122.7621,3.439831,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1535",59,2017,"June",45.19,-122.7621,3.439831,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1536",59,2017,"July",45.19,-122.7621,3.439831,4,0,"non-V6",1,1,"non-R6",2017-07-01
"1537",60,2017,"April",45.1931,-122.766,1.7401498,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1538",60,2017,"May",45.1931,-122.766,1.7401498,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1539",60,2017,"June",45.1931,-122.766,1.7401498,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1540",60,2017,"July",45.1931,-122.766,1.7401498,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1541",61,2017,"April",45.1979,-122.7756,3.6826426,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1542",61,2017,"May",45.1979,-122.7756,3.6826426,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1543",61,2017,"June",45.1979,-122.7756,3.6826426,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1544",61,2017,"July",45.1979,-122.7756,3.6826426,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1545",63,2017,"April",45.1899,-122.7667,9.9552756,0,0,"V6",1,1,"non-R6",2017-04-01
"1546",63,2017,"May",45.1899,-122.7667,9.9552756,2,0.0125,"V6",1,1,"non-R6",2017-05-01
"1547",63,2017,"June",45.1899,-122.7667,9.9552756,2,0.37,"V6",1,1,"non-R6",2017-06-01
"1548",63,2017,"July",45.1899,-122.7667,9.9552756,2,0.9,"V6",1,1,"non-R6",2017-07-01
"1549",64,2017,"April",45.1932,-122.7715,7.2034108,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1550",64,2017,"May",45.1932,-122.7715,7.2034108,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1551",64,2017,"June",45.1932,-122.7715,7.2034108,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1552",64,2017,"July",45.1932,-122.7715,7.2034108,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1553",65,2017,"April",45.1909,-122.7707,7.2438794,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1554",65,2017,"May",45.1909,-122.7707,7.2438794,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1555",65,2017,"June",45.1909,-122.7707,7.2438794,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1556",65,2017,"July",45.1909,-122.7707,7.2438794,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1557",66,2017,"April",45.201,-122.7725,3.1565508,0,0,"V6",1,0,"R6",2017-04-01
"1558",66,2017,"May",45.201,-122.7725,3.1565508,0,0,"V6",1,0,"R6",2017-05-01
"1559",66,2017,"June",45.201,-122.7725,3.1565508,3,0,"V6",1,0,"R6",2017-06-01
"1560",66,2017,"July",45.201,-122.7725,3.1565508,3,0.04,"V6",1,0,"R6",2017-07-01
"1561",67,2017,"April",45.1994,-122.774,6.7582562,0,0,"V6",1,0,"R6",2017-04-01
"1562",67,2017,"May",45.1994,-122.774,6.7582562,0,0,"V6",1,0,"R6",2017-05-01
"1563",67,2017,"June",45.1994,-122.774,6.7582562,4,0.015,"V6",1,0,"R6",2017-06-01
"1564",67,2017,"July",45.1994,-122.774,6.7582562,3,0.33,"V6",1,0,"R6",2017-07-01
"1565",68,2017,"April",45.189,-122.7707,7.7295026,0,0,"V6",1,0,"R6",2017-04-01
"1566",68,2017,"May",45.189,-122.7707,7.7295026,0,0,"V6",1,0,"R6",2017-05-01
"1567",68,2017,"June",45.189,-122.7707,7.7295026,3,0.04,"V6",1,0,"R6",2017-06-01
"1568",68,2017,"July",45.189,-122.7707,7.7295026,3,0.505,"V6",1,0,"R6",2017-07-01
"1569",69,2017,"April",45.1978,-122.7726,2.9946764,0,0,"V6",1,0,"R6",2017-04-01
"1570",69,2017,"May",45.1978,-122.7726,2.9946764,0,0,"V6",1,0,"R6",2017-05-01
"1571",69,2017,"June",45.1978,-122.7726,2.9946764,4,0.005,"V6",1,0,"R6",2017-06-01
"1572",69,2017,"July",45.1978,-122.7726,2.9946764,2,0.01,"V6",1,0,"R6",2017-07-01
"1573",70,2017,"April",45.1936,-122.7656,1.3759324,0,0,"V6",1,1,"non-R6",2017-04-01
"1574",70,2017,"May",45.1936,-122.7656,1.3759324,1,0,"V6",1,1,"non-R6",2017-05-01
"1575",70,2017,"June",45.1936,-122.7656,1.3759324,2,0.045,"V6",1,1,"non-R6",2017-06-01
"1576",70,2017,"July",45.1936,-122.7656,1.3759324,2,0.025,"V6",1,1,"non-R6",2017-07-01
"1577",71,2017,"April",45.1173,-122.8455,2.428116,0,0,"non-V6",1,0,"R6",2017-04-01
"1578",71,2017,"May",45.1173,-122.8455,2.428116,0,0,"non-V6",1,0,"R6",2017-05-01
"1579",71,2017,"June",45.1173,-122.8455,2.428116,0,0,"non-V6",1,0,"R6",2017-06-01
"1580",71,2017,"July",45.1173,-122.8455,2.428116,2,0,"non-V6",1,0,"R6",2017-07-01
"1581",72,2017,"April",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2017-04-01
"1582",72,2017,"May",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2017-05-01
"1583",72,2017,"June",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2017-06-01
"1584",72,2017,"July",45.1174,-122.8464,2.428116,2,0,"non-V6",1,0,"R6",2017-07-01
"1585",73,2017,"April",45.1173,-122.845,0.404686,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1586",73,2017,"May",45.1173,-122.845,0.404686,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1587",73,2017,"June",45.1173,-122.845,0.404686,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1588",73,2017,"July",45.1173,-122.845,0.404686,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1589",74,2017,"April",45.1177,-122.8433,8.4174688,0,0,"non-V6",1,0,"R6",2017-04-01
"1590",74,2017,"May",45.1177,-122.8433,8.4174688,0,0,"non-V6",1,0,"R6",2017-05-01
"1591",74,2017,"June",45.1177,-122.8433,8.4174688,0,0,"non-V6",1,0,"R6",2017-06-01
"1592",74,2017,"July",45.1177,-122.8433,8.4174688,2,0,"non-V6",1,0,"R6",2017-07-01
"1593",75,2017,"April",45.1179,-122.8399,16.389783,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1594",75,2017,"May",45.1179,-122.8399,16.389783,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1595",75,2017,"June",45.1179,-122.8399,16.389783,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1596",75,2017,"July",45.1179,-122.8399,16.389783,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1597",76,2017,"April",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2017-04-01
"1598",76,2017,"May",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2017-05-01
"1599",76,2017,"June",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2017-06-01
"1600",76,2017,"July",45.1177,-122.8353,16.0255656,1,0.005,"V6",1,0,"R6",2017-07-01
"1601",77,2017,"April",45.1177,-122.8307,15.6208796,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1602",77,2017,"May",45.1177,-122.8307,15.6208796,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1603",77,2017,"June",45.1177,-122.8307,15.6208796,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1604",77,2017,"July",45.1177,-122.8307,15.6208796,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1605",78,2017,"April",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2017-04-01
"1606",78,2017,"May",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2017-05-01
"1607",78,2017,"June",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2017-06-01
"1608",78,2017,"July",45.1176,-122.8266,12.0596428,2,0,"non-V6",1,0,"R6",2017-07-01
"1609",79,2017,"April",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1610",79,2017,"May",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1611",79,2017,"June",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1612",79,2017,"July",45.1137,-122.83,10.1576186,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1613",80,2017,"April",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1614",80,2017,"May",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1615",80,2017,"June",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1616",80,2017,"July",45.1144,-122.8564,10.4004302,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1617",81,2017,"April",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1618",81,2017,"May",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1619",81,2017,"June",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1620",81,2017,"July",45.1126,-122.8533,8.4174688,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1621",82,2017,"April",45.0337,-122.7402,3.5612368,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1622",82,2017,"May",45.0337,-122.7402,3.5612368,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1623",82,2017,"June",45.0337,-122.7402,3.5612368,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1624",82,2017,"July",45.0337,-122.7402,3.5612368,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1625",83,2017,"April",45.0348,-122.7418,7.1224736,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1626",83,2017,"May",45.0348,-122.7418,7.1224736,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1627",83,2017,"June",45.0348,-122.7418,7.1224736,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1628",83,2017,"July",45.0348,-122.7418,7.1224736,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1629",85,2017,"April",45.0424,-122.8295,20.2343,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1630",85,2017,"May",45.0424,-122.8295,20.2343,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1631",85,2017,"June",45.0424,-122.8295,20.2343,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1632",85,2017,"July",45.0424,-122.8295,20.2343,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1633",86,2017,"April",45.0388,-122.832,2.02343,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1634",86,2017,"May",45.0388,-122.832,2.02343,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1635",86,2017,"June",45.0388,-122.832,2.02343,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1636",86,2017,"July",45.0388,-122.832,2.02343,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1637",87,2017,"April",45.0315,-122.7704,6.3131016,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1638",87,2017,"May",45.0315,-122.7704,6.3131016,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1639",87,2017,"June",45.0315,-122.7704,6.3131016,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1640",87,2017,"July",45.0315,-122.7704,6.3131016,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1641",88,2017,"April",45.0336,-122.7675,9.2673094,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1642",88,2017,"May",45.0336,-122.7675,9.2673094,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1643",88,2017,"June",45.0336,-122.7675,9.2673094,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1644",88,2017,"July",45.0336,-122.7675,9.2673094,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1645",90,2017,"April",45.0335,-122.7653,2.832802,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1646",90,2017,"May",45.0335,-122.7653,2.832802,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1647",90,2017,"June",45.0335,-122.7653,2.832802,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1648",90,2017,"July",45.0335,-122.7653,2.832802,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1649",91,2017,"April",45.0293,-122.7503,6.2321644,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1650",91,2017,"May",45.0293,-122.7503,6.2321644,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1651",91,2017,"June",45.0293,-122.7503,6.2321644,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1652",91,2017,"July",45.0293,-122.7503,6.2321644,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1653",92,2017,"April",45.0295,-122.7542,12.0596428,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1654",92,2017,"May",45.0295,-122.7542,12.0596428,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1655",92,2017,"June",45.0295,-122.7542,12.0596428,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1656",92,2017,"July",45.0295,-122.7542,12.0596428,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1657",93,2017,"April",45.0277,-122.7624,2.2662416,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1658",93,2017,"May",45.0277,-122.7624,2.2662416,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1659",93,2017,"June",45.0277,-122.7624,2.2662416,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1660",93,2017,"July",45.0277,-122.7624,2.2662416,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1661",94,2017,"April",45.0285,-122.7598,4.4110774,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1662",94,2017,"May",45.0285,-122.7598,4.4110774,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1663",94,2017,"June",45.0285,-122.7598,4.4110774,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1664",94,2017,"July",45.0285,-122.7598,4.4110774,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1665",95,2017,"April",45.029,-122.758,1.7401498,0,0,"V6",1,1,"non-R6",2017-04-01
"1666",95,2017,"May",45.029,-122.758,1.4973382,1,0,"V6",1,1,"non-R6",2017-05-01
"1667",95,2017,"June",45.029,-122.758,1.4973382,0,0,"V6",1,1,"non-R6",2017-06-01
"1668",95,2017,"July",45.029,-122.758,1.4973382,3,0.005,"V6",1,1,"non-R6",2017-07-01
"1669",96,2017,"April",45.0289,-122.7632,2.7923334,0,0,"V6",1,1,"non-R6",2017-04-01
"1670",96,2017,"May",45.0289,-122.7632,2.7923334,1,0,"V6",1,1,"non-R6",2017-05-01
"1671",96,2017,"June",45.0289,-122.7632,2.7923334,0,0,"V6",1,1,"non-R6",2017-06-01
"1672",96,2017,"July",45.0289,-122.7632,2.7923334,3,0.01,"V6",1,1,"non-R6",2017-07-01
"1673",97,2017,"April",45.0254,-122.7648,6.07029,0,0,"V6",1,1,"non-R6",2017-04-01
"1674",97,2017,"May",45.0254,-122.7648,6.07029,1,0,"V6",1,1,"non-R6",2017-05-01
"1675",97,2017,"June",45.0254,-122.7648,6.07029,0,0,"V6",1,1,"non-R6",2017-06-01
"1676",97,2017,"July",45.0254,-122.7648,6.07029,4,0.06,"V6",1,1,"non-R6",2017-07-01
"1677",98,2017,"April",45.0258,-122.7621,8.903092,0,0,"V6",1,1,"non-R6",2017-04-01
"1678",98,2017,"May",45.0258,-122.7621,8.903092,1,0,"V6",1,1,"non-R6",2017-05-01
"1679",98,2017,"June",45.0258,-122.7621,8.903092,0,0,"V6",1,1,"non-R6",2017-06-01
"1680",98,2017,"July",45.0258,-122.7621,8.903092,3,0.01,"V6",1,1,"non-R6",2017-07-01
"1681",99,2017,"April",45.0258,-122.7599,4.2896716,0,0,"V6",1,1,"non-R6",2017-04-01
"1682",99,2017,"May",45.0258,-122.7599,4.2896716,1,0,"V6",1,1,"non-R6",2017-05-01
"1683",99,2017,"June",45.0258,-122.7599,4.2896716,0,0.005,"V6",1,1,"non-R6",2017-06-01
"1684",99,2017,"July",45.0258,-122.7599,4.2896716,4,0.01,"V6",1,1,"non-R6",2017-07-01
"1685",100,2017,"April",45.0258,-122.7569,14.1235414,0,0,"V6",1,0,"R6",2017-04-01
"1686",100,2017,"May",45.0258,-122.7569,14.1235414,1,0.0025,"V6",1,0,"R6",2017-05-01
"1687",100,2017,"June",45.0258,-122.7569,14.1235414,0,0,"V6",1,0,"R6",2017-06-01
"1688",100,2017,"July",45.0258,-122.7569,14.1235414,4,0.22,"V6",1,0,"R6",2017-07-01
"1689",102,2017,"April",45.0279,-122.7664,12.6666718,0,0,"V6",1,1,"non-R6",2017-04-01
"1690",102,2017,"May",45.0279,-122.7664,12.6666718,1,0,"V6",1,1,"non-R6",2017-05-01
"1691",102,2017,"June",45.0279,-122.7664,12.6666718,0,0,"V6",1,1,"non-R6",2017-06-01
"1692",102,2017,"July",45.0279,-122.7664,12.6666718,4,0.015,"V6",1,1,"non-R6",2017-07-01
"1693",103,2017,"April",45.0289,-122.7684,10.319493,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1694",103,2017,"May",45.0289,-122.7684,10.319493,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1695",103,2017,"June",45.0289,-122.7684,10.319493,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1696",103,2017,"July",45.0289,-122.7684,10.319493,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1697",106,2017,"April",45.0735,-122.7338,4.5729518,0,0,"V6",1,1,"non-R6",2017-04-01
"1698",106,2017,"May",45.0735,-122.7338,4.5729518,1,0,"V6",1,1,"non-R6",2017-05-01
"1699",106,2017,"June",45.0735,-122.7338,4.5729518,1,0,"V6",1,1,"non-R6",2017-06-01
"1700",106,2017,"July",45.0735,-122.7338,4.5729518,3,0.025,"V6",1,1,"non-R6",2017-07-01
"1701",107,2017,"April",45.0394,-122.8026,8.7412176,0,0,"non-V6",1,0,"R6",2017-04-01
"1702",107,2017,"May",45.0394,-122.8026,8.7412176,0,0,"non-V6",1,0,"R6",2017-05-01
"1703",107,2017,"June",45.0394,-122.8026,8.7412176,1,0,"non-V6",1,0,"R6",2017-06-01
"1704",107,2017,"July",45.0394,-122.8026,8.7412176,3,0,"non-V6",1,0,"R6",2017-07-01
"1705",109,2017,"April",45.099,-122.9877,10.926522,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1706",109,2017,"May",45.099,-122.9877,10.926522,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1707",109,2017,"June",45.099,-122.9877,10.926522,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1708",109,2017,"July",45.099,-122.9877,10.926522,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1709",110,2017,"April",45.0975,-122.9804,12.2215172,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1710",110,2017,"May",45.0975,-122.9804,12.2215172,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1711",110,2017,"June",45.0975,-122.9804,12.2215172,3,0,"non-V6",1,1,"non-R6",2017-06-01
"1712",110,2017,"July",45.0975,-122.9804,12.2215172,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1713",111,2017,"April",45.0431,-123.0085,4.451546,0,0,"V6",1,1,"non-R6",2017-04-01
"1714",111,2017,"May",45.0431,-123.0085,4.451546,0,0,"V6",1,1,"non-R6",2017-05-01
"1715",111,2017,"June",45.0431,-123.0085,4.451546,1,0,"V6",1,1,"non-R6",2017-06-01
"1716",111,2017,"July",45.0431,-123.0085,4.451546,1,0.27,"V6",1,1,"non-R6",2017-07-01
"1717",112,2017,"April",45.0444,-123.005,6.8391934,0,0,"V6",1,1,"non-R6",2017-04-01
"1718",112,2017,"May",45.0444,-123.005,6.8391934,0,0,"V6",1,1,"non-R6",2017-05-01
"1719",112,2017,"June",45.0444,-123.005,6.8391934,1,0,"V6",1,1,"non-R6",2017-06-01
"1720",112,2017,"July",45.0444,-123.005,6.8391934,2,0.19,"V6",1,1,"non-R6",2017-07-01
"1721",113,2017,"April",45.0486,-123.0019,5.0181064,0,0,"V6",1,1,"non-R6",2017-04-01
"1722",113,2017,"May",45.0486,-123.0019,5.0181064,0,0,"V6",1,1,"non-R6",2017-05-01
"1723",113,2017,"June",45.0486,-123.0019,5.0181064,0,0,"V6",1,1,"non-R6",2017-06-01
"1724",113,2017,"July",45.0486,-123.0019,5.0181064,0,0.01,"V6",1,1,"non-R6",2017-07-01
"1725",114,2017,"April",45.0467,-123.0019,3.844517,0,0,"V6",1,1,"non-R6",2017-04-01
"1726",114,2017,"May",45.0467,-123.0019,3.844517,0,0,"V6",1,1,"non-R6",2017-05-01
"1727",114,2017,"June",45.0467,-123.0019,3.844517,0,0,"V6",1,1,"non-R6",2017-06-01
"1728",114,2017,"July",45.0467,-123.0019,3.844517,0,0.83,"V6",1,1,"non-R6",2017-07-01
"1729",115,2017,"April",45.0487,-122.997,7.5676282,0,0,"non-V6",1,0,"R6",2017-04-01
"1730",115,2017,"May",45.0487,-122.997,7.5676282,0,0,"non-V6",1,0,"R6",2017-05-01
"1731",115,2017,"June",45.0487,-122.997,7.5676282,1,0,"non-V6",1,0,"R6",2017-06-01
"1732",115,2017,"July",45.0487,-122.997,7.5676282,1,0,"non-V6",1,0,"R6",2017-07-01
"1733",116,2017,"April",45.047,-122.9971,8.296063,0,0,"V6",1,1,"non-R6",2017-04-01
"1734",116,2017,"May",45.047,-122.9971,8.296063,0,0,"V6",1,1,"non-R6",2017-05-01
"1735",116,2017,"June",45.047,-122.9971,8.296063,0,0,"V6",1,1,"non-R6",2017-06-01
"1736",116,2017,"July",45.047,-122.9971,8.296063,2,0.005,"V6",1,1,"non-R6",2017-07-01
"1737",117,2017,"April",45.0473,-122.9917,7.9723142,0,0,"non-V6",1,0,"R6",2017-04-01
"1738",117,2017,"May",45.0473,-122.9917,7.9723142,0,0,"non-V6",1,0,"R6",2017-05-01
"1739",117,2017,"June",45.0473,-122.9917,7.9723142,1,0,"non-V6",1,0,"R6",2017-06-01
"1740",117,2017,"July",45.0473,-122.9917,7.9723142,0,0,"non-V6",1,0,"R6",2017-07-01
"1741",118,2017,"April",45.0489,-122.9907,1.3354638,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1742",118,2017,"May",45.0489,-122.9907,1.3354638,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1743",118,2017,"June",45.0489,-122.9907,1.3354638,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1744",118,2017,"July",45.0489,-122.9907,1.3354638,0,0,"non-V6",1,1,"non-R6",2017-07-01
"1745",120,2017,"April",45.0475,-123.0019,1.4973382,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1746",120,2017,"May",45.0475,-123.0019,1.4973382,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1747",120,2017,"June",45.0475,-123.0019,1.4973382,0,0,"non-V6",1,1,"non-R6",2017-06-01
"1748",120,2017,"July",45.0475,-123.0019,1.4973382,0,0,"non-V6",1,1,"non-R6",2017-07-01
"1749",121,2017,"April",45.0526,-123.007,13.3141694,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1750",121,2017,"May",45.0526,-123.007,13.3141694,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1751",121,2017,"June",45.0526,-123.007,13.3141694,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1752",121,2017,"July",45.0526,-123.007,13.3141694,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1753",123,2017,"April",45.1889,-122.7755,6.1107586,0,0,"V6",1,1,"non-R6",2017-04-01
"1754",123,2017,"May",45.1889,-122.7755,6.1107586,1,0,"V6",1,1,"non-R6",2017-05-01
"1755",123,2017,"June",45.1889,-122.7755,6.1107586,2,0,"V6",1,1,"non-R6",2017-06-01
"1756",123,2017,"July",45.1889,-122.7755,6.1107586,2,0.245,"V6",1,1,"non-R6",2017-07-01
"1757",124,2017,"April",45.1906,-122.7753,6.0298214,0,0,"V6",1,1,"non-R6",2017-04-01
"1758",124,2017,"May",45.1906,-122.7753,6.0298214,1,0,"V6",1,1,"non-R6",2017-05-01
"1759",124,2017,"June",45.1906,-122.7753,6.0298214,2,0,"V6",1,1,"non-R6",2017-06-01
"1760",124,2017,"July",45.1906,-122.7753,6.0298214,2,0.015,"V6",1,1,"non-R6",2017-07-01
"1761",125,2017,"April",45.193,-122.7746,6.3131016,0,0,"V6",1,0,"R6",2017-04-01
"1762",125,2017,"May",45.193,-122.7746,6.3131016,1,0,"V6",1,0,"R6",2017-05-01
"1763",125,2017,"June",45.193,-122.7746,6.3131016,2,0.01,"V6",1,0,"R6",2017-06-01
"1764",125,2017,"July",45.193,-122.7746,6.3131016,3,0.12,"V6",1,0,"R6",2017-07-01
"1765",126,2017,"April",45.1964,-122.7797,6.272633,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1766",126,2017,"May",45.1964,-122.7797,6.272633,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1767",126,2017,"June",45.1964,-122.7797,6.272633,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1768",126,2017,"July",45.1964,-122.7797,6.272633,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1769",127,2017,"April",45.1931,-122.7852,10.6837104,0,0.0025,"V6",1,1,"non-R6",2017-04-01
"1770",127,2017,"May",45.1931,-122.7852,10.6837104,1,0,"V6",1,1,"non-R6",2017-05-01
"1771",127,2017,"June",45.1931,-122.7852,10.6837104,2,0.015,"V6",1,1,"non-R6",2017-06-01
"1772",127,2017,"July",45.1931,-122.7852,10.6837104,3,0.035,"V6",1,1,"non-R6",2017-07-01
"1773",128,2017,"April",45.1898,-122.7861,8.3770002,0,0,"V6",1,1,"non-R6",2017-04-01
"1774",128,2017,"May",45.1898,-122.7861,8.3770002,1,0,"V6",1,1,"non-R6",2017-05-01
"1775",128,2017,"June",45.1898,-122.7861,8.3770002,2,0.005,"V6",1,1,"non-R6",2017-06-01
"1776",128,2017,"July",45.1898,-122.7861,8.3770002,2,0,"V6",1,1,"non-R6",2017-07-01
"1777",129,2017,"April",45.1962,-122.7851,9.9552756,0,0,"V6",1,0,"R6",2017-04-01
"1778",129,2017,"May",45.1962,-122.7851,9.9552756,1,0,"V6",1,0,"R6",2017-05-01
"1779",129,2017,"June",45.1962,-122.7851,9.9552756,2,0.045,"V6",1,0,"R6",2017-06-01
"1780",129,2017,"July",45.1962,-122.7851,9.9552756,3,0.24,"V6",1,0,"R6",2017-07-01
"1781",132,2017,"April",45.1905,-122.7928,4.8157634,0,0,"V6",1,1,"non-R6",2017-04-01
"1782",132,2017,"May",45.1905,-122.7928,4.8157634,1,0,"V6",1,1,"non-R6",2017-05-01
"1783",132,2017,"June",45.1905,-122.7928,4.8157634,2,0.01,"V6",1,1,"non-R6",2017-06-01
"1784",132,2017,"July",45.1905,-122.7928,4.8157634,2,0.005,"V6",1,1,"non-R6",2017-07-01
"1785",133,2017,"April",45.1897,-122.7802,14.6091646,0,0,"V6",1,0,"R6",2017-04-01
"1786",133,2017,"May",45.1897,-122.7802,14.6091646,1,0,"V6",1,0,"R6",2017-05-01
"1787",133,2017,"June",45.1897,-122.7802,14.6091646,2,0.015,"V6",1,0,"R6",2017-06-01
"1788",133,2017,"July",45.1897,-122.7802,14.6091646,3,0.265,"V6",1,0,"R6",2017-07-01
